"year","state","candidate","last","xx","office","party","vote","incumbent","win","postal","class","votesmartid","fecid","fecid.note","slug","serious","day_in","day_out","city council","state rep","mayor","state senate","state ag","lt gov","us rep","gov","us senate"
2004,"Florida","Betty Castor","Castor","2004FLCastor","fl-senate-class-iii-2004","Democrat",3590201,"0",0,"FL","iii","31298","S4FL00223","","",NA,NA,NA,0,0,0,1,0,0,0,0,0
2004,"Hawaii","Cam Cavasso","Cavasso","2004HICavasso","hi-senate-class-iii-2004","Republican",87172,"0",0,"HI","iii","32165","S4HI00102","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Pennsylvania","James N. Clymer","Clymer","2004PAClymer","pa-senate-class-iii-2004","Constitution",220056,"0",0,"PA","iii","55697","S4PA00220","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Oklahoma","Tom Coburn","Coburn","2004OKCoburn","ok-senate-class-iii-2004","Republican",763433,"0",1,"OK","iii","22085","S4OK00174","","",NA,NA,NA,0,0,0,0,0,0,1,0,0
2004,"Kansas","George Cook","Cook","2004KSCook","ks-senate-class-iii-2004","Reform",15980,"0",0,"KS","iii","34714","S2KS00089","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Colorado","Pete Coors","Coors","2004COCoors","co-senate-class-iii-2004","Republican",980668,"0",0,"CO","iii","30158","S4CO00189","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"South Dakota","Tom Daschle","Daschle","2004SDDaschle","sd-senate-class-iii-2004","Democrat",193340,"1",0,"SD","iii","53345","S6SD00028","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2004,"South Carolina","Jim DeMint","DeMint","2004SCDeMint","sc-senate-class-iii-2004","Republican",857167,"0",1,"SC","iii","25026","S4SC00083","","",NA,NA,NA,0,0,0,0,0,0,1,0,0
2004,"Connecticut","Christopher Dodd","Dodd","2004CTDodd","ct-senate-class-iii-2004","Democrat",945347,"1",1,"CT","iii","53277","S0CT00037","","",NA,NA,NA,0,0,0,0,0,0,0,0,1
2004,"North Dakota","Byron L. Dorgan","Dorgan","2004NDDorgan","nd-senate-class-iii-2004","Democratic-Nonpartisan League",212143,"1",1,"ND","iii","53332","S2ND00040","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2004,"Vermont","Cris Ericson","Ericson","2004VTEricson","vt-senate-class-iii-2004","Marijuana",6486,"0",0,"VT","iii","51041","S4VT00132","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Missouri","Nancy Farmer","Farmer","2004MOFarmer","mo-senate-class-iii-2004","Democrat",1158261,"0",0,"MO","iii","9327","S4MO00169","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Wisconsin","Russ Feingold","Feingold","2004WIFeingold","wi-senate-class-iii-2004","Democrat",1632697,"1",1,"WI","iii","53361","S8WI00026","","",NA,NA,NA,0,0,0,0,0,0,0,0,1
2004,"California","Marsha J. Feinland","Feinland","2004CAFeinland","ca-senate-class-iii-2004","Peace & Freedom",243846,"0",0,"CA","iii","16581","S4CA00357","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"South Carolina","Tee Ferguson","Ferguson","2004SCFerguson","sc-senate-class-iii-2004","United Citizens",5859,"0",0,"SC","iii","47998","S4SC00224","","",NA,NA,NA,0,1,0,0,0,0,0,0,0
2004,"Ohio","Eric D. Fingerhut","Fingerhut","2004OHFingerhut","oh-senate-class-iii-2004","Democrat",1961249,"0",0,"OH","iii","16420","S4OH00135","","",NA,NA,NA,0,1,0,1,0,0,0,0,0
2004,"Oregon","Dan Fitzgerald","Fitzgerald","2004ORFitzgerald","or-senate-class-iii-2004","Libertarian",29582,"0",0,"OR","iii","46498","S2OR00119","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Louisiana","Richard M. Fontanesi","Fontanesi","2004LAFontanesi","la-senate-class-iii-2004","Independent",15097,"0",0,"LA","iii","35577","S4LA00081","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Illinois","Albert Franzen","Franzen","2004ILFranzen","il-senate-class-iii-2004","Independent",81164,"0",0,"IL","iii","33553","S4IL00370","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Iowa","Edwin B. Fruit","Fruit","2004IAFruit","ia-senate-class-iii-2004","Socialist Workers",1874,"0",0,"IA","iii","54146","S4IA00079","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Louisiana","R. A. Galan","Galan","2004LAGalan","la-senate-class-iii-2004","Independent",12463,"0",0,"LA","iii","35557","S4LA00099","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Maryland","Robert Gemmill II","Gemmill","2004MDGemmill","md-senate-class-iii-2004","Write-in",204,"0",0,"MD","iii","36363","S4MD00269","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Alaska","Ted Gianoutsos","Gianoutsos","2004AKGianoutsos","ak-senate-class-iii-2004","Unaffiliated",732,"0",0,"AK","iii","27156","S4AK00115","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Colorado","Victor Good","Good","2004COGood","co-senate-class-iii-2004","Reform",6481,"0",0,"CO","iii","53439","S4CO00262","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Colorado","Finn Gotaas","Gotaas","2004COGotaas","co-senate-class-iii-2004","Unaffiliated",1750,"0",0,"CO","iii","29920","S4CO00288","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Iowa","Charles E. Grassley","Grassley","2004IAGrassley","ia-senate-class-iii-2004","Republican",1038175,"1",1,"IA","iii","53293","S0IA00028","","",NA,NA,NA,0,1,0,0,0,0,1,0,1
2004,"California","James P. Gray","Gray","2004CAGray","ca-senate-class-iii-2004","Libertarian",216522,"0",0,"CA","iii",NA,"S4CA00266","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"New Hampshire","Judd Gregg","Gregg","2004NHGregg","nh-senate-class-iii-2004","Republican",434847,"1",1,"NH","iii","53321","S2NH00025","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2004,"Missouri","Don Griffin","Griffin","2004MOGriffin","mo-senate-class-iii-2004","Constitution",10404,"0",0,"MO","iii","39085","S4MO00201","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"California","Don Grundmann","Grundmann","2004CAGrundmann","ca-senate-class-iii-2004","American Independent",81224,"0",0,"CA","iii","29304","S4CA00332","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"New Hampshire","Doris R. Haddock","Haddock","2004NHHaddock","nh-senate-class-iii-2004","Democrat",221549,"0",0,"NH","iii","42256","S4NH00054","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Arizona","Ernest Hancock","Hancock","2004AZHancock","az-senate-class-iii-2004","Libertarian",51798,"0",0,"AZ","iii","12307","S4AZ00121","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Colorado","John R. Harris","Harris","2004COHarris","co-senate-class-iii-2004","Independent",8442,"0",0,"CO","iii","29890","S4CO00270","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Wisconsin","Eugene A. Hem","Hem","2004WIHem","wi-senate-class-iii-2004","Independent",6662,"0",0,"WI","iii","26372","S6WI00087","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Vermont","Craig Hill","Hill","2004VTHill","vt-senate-class-iii-2004","Vermont Green",3999,"0",0,"VT","iii","123881","S4VT00108","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"New York","Abraham Hirschfeld","Hirschfeld","2004NYHirschfeld","ny-senate-class-iii-2004","Builders",16196,"0",0,"NY","iii","2336","S4NY00032","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Pennsylvania","Joseph Hoeffel","Hoeffel","2004PAHoeffel","pa-senate-class-iii-2004","Democrat",2334126,"0",0,"PA","iii","261","S4PA00147","","",NA,NA,NA,0,1,0,0,0,0,1,0,0
2004,"Arkansas","Jim Holt","Holt","2004ARHolt","ar-senate-class-iii-2004","Republican",458036,"0",0,"AR","iii","27940","S4AR00046","","",NA,NA,NA,0,1,0,1,0,0,0,0,0
2004,"Nevada","Thomas L. Hurst","Hurst","2004NVHurst","nv-senate-class-iii-2004","Libertarian",9559,"0",0,"NV","iii","43841","S4NV00213","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Hawaii","Daniel K. Inouye","Inouye","2004HIInouye","hi-senate-class-iii-2004","Democrat",313629,"1",1,"HI","iii","53285","S4HI00011","","",NA,NA,NA,0,1,0,1,0,0,1,0,1
2004,"Georgia","Johnny Isakson","Isakson","2004GAIsakson","ga-senate-class-iii-2004","Republican",1864202,"0",1,"GA","iii","1721","S6GA00119","","",NA,NA,NA,0,1,0,1,0,0,1,0,0
2004,"Louisiana","Christopher John","John","2004LAJohn","la-senate-class-iii-2004","Democrat",542150,"0",0,"LA","iii","659","S4LA00040","","",NA,NA,NA,0,1,0,0,0,0,1,0,0
2004,"California","Bill Jones","Jones","2004CAJones","ca-senate-class-iii-2004","Republican",4555922,"0",0,"CA","iii","28581","S4CA00274","","",NA,NA,NA,0,1,0,0,1,0,0,0,0
2004,"Kansas","Lee Jones","Jones","2004KSJones","ks-senate-class-iii-2004","Democrat",310337,"0",0,"KS","iii","34447","S4KS00085","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Oregon","Teresa Keane","Keane","2004ORKeane","or-senate-class-iii-2004","Pacific Green",43053,"0",0,"OR","iii",NA,"S4OR00123","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Louisiana","John Kennedy","Kennedy","2004LAKennedy","la-senate-class-iii-2004","Democrat",275821,"0",0,"LA","iii","35496","S4LA00065","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Illinois","Allen L. Keyes","Keyes","2004ILKeyes","il-senate-class-iii-2004","Republican",1390690,"0",0,"IL","iii","96136","S4IL00404","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Wisconsin","Arif Khan","Khan","2004WIKhan","wi-senate-class-iii-2004","Libertarian",8367,"0",0,"WI","iii","51835","S4WI00157","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Oregon","Al King","King","2004ORKing","or-senate-class-iii-2004","Republican",565254,"0",0,"OR","iii","23781","S4OR00107","","",NA,NA,NA,0,1,0,0,0,0,0,0,0
2004,"Connecticut","Timothy A. Knibbs","Knibbs","2004CTKnibbs","ct-senate-class-iii-2004","Concerned Citizens",12442,"0",0,"CT","iii","746","S4CT00153","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Alaska","Tony Knowles","Knowles","2004AKKnowles","ak-senate-class-iii-2004","Democrat",140424,"0",0,"AK","iii","22423","S4AK00107","","",NA,NA,NA,0,0,1,0,0,0,0,1,0
2004,"Alaska","Scott Kohlhaas","Kohlhaas","2004AKKohlhaas","ak-senate-class-iii-2004","AK Libertarian",1240,"0",0,"AK","iii","15810","S8AK00066","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Illinois","Jerry Kohn","Kohn","2004ILKohn","il-senate-class-iii-2004","Libertarian",69253,"0",0,"IL","iii","33778","S4IL00412","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"New York","Martin Koppel","Koppel","2004NYKoppel","ny-senate-class-iii-2004","Socialist Workers",14811,"0",0,"NY","iii","44665","S4NY00198","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Utah","Joe LaBonte","LaBonte","2004UTLaBonte","ut-senate-class-iii-2004","Personal Choice",8824,"0",0,"UT","iii","50325","S4UT00167","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Vermont","Patrick J. Leahy","Leahy","2004VTLeahy","vt-senate-class-iii-2004","Democrat",216972,"1",1,"VT","iii","53353","S4VT00017","","",NA,NA,NA,0,0,0,0,0,0,0,0,1
2004,"North Dakota","Mike Liffrig","Liffrig","2004NDLiffrig","nd-senate-class-iii-2004","Republican",98553,"0",0,"ND","iii","41724","S4ND00053","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Arkansas","Blanche L. Lincoln","Lincoln","2004ARLincoln","ar-senate-class-iii-2004","Democrat",580973,"1",1,"AR","iii","26723","S8AR00112","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2004,"Georgia","Denise L. Majette","Majette","2004GAMajette","ga-senate-class-iii-2004","Democrat",1267690,"0",0,"GA","iii","31516","S4GA11137","","",NA,NA,NA,0,0,0,0,0,0,1,0,0
2004,"Hawaii","Lloyd Jeffrey Mallan","Mallan","2004HIMallan","hi-senate-class-iii-2004","Libertarian",5277,"0",0,"HI","iii","1189","S8HI00152","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Nevada","Gary Marinch","Marinch","2004NVMarinch","nv-senate-class-iii-2004","Natural Law",2095,"0",0,"NV","iii","43933","S4NV00205","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Florida","Mel Martinez","Martinez","2004FLMartinez","fl-senate-class-iii-2004","Republican",3672864,"0",1,"FL","iii","31193","S4FL00298","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Arizona","John McCain","McCain","2004AZMcCain","az-senate-class-iii-2004","Republican",1505372,"1",1,"AZ","iii","53270","S6AZ00019","","",NA,NA,NA,0,0,0,0,0,0,1,0,1
2004,"Idaho","Mike Crapo","Crapo","2004IDCrapo","id-senate-class-iii-2004","Republican",499796,"1",1,"ID","iii","26830","S8ID00027","","",NA,NA,NA,0,0,0,1,0,0,1,0,1
2004,"Vermont","Jack McMullen","McMullen","2004VTMcMullen","vt-senate-class-iii-2004","Republican",75398,"0",0,"VT","iii","25880","S8VT00059","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"New York","David E. McReynolds","McReynolds","2004NYMcReynolds","ny-senate-class-iii-2004","Green",36942,"0",0,"NY","iii","44191","S4NY00180","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Louisiana","Sam Houston Melton, Jr.","Melton","2004LAMelton","la-senate-class-iii-2004","Democrat",12289,"0",0,"LA","iii","18855","S6LA00276","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Wisconsin","Tim Michels","Michels","2004WIMichels","wi-senate-class-iii-2004","Republican",1301183,"0",0,"WI","iii","26373","S4WI00116","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Maryland","Barbara A. Mikulski","Mikulski","2004MDMikulski","md-senate-class-iii-2004","Democrat",1504691,"1",1,"MD","iii","53304","S6MD00140","","",NA,NA,NA,1,0,0,0,0,0,1,0,1
2004,"Alaska","Marc Millican","Millican","2004AKMillican","ak-senate-class-iii-2004","Unaffiliated",8885,"0",0,"AK","iii","27295","S4AK00180","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"New York","Howard Mills","Mills","2004NYMills","ny-senate-class-iii-2004","Republican",1625069,"0",0,"NY","iii","22853","S4NY00156","","",NA,NA,NA,1,1,0,0,0,0,0,0,0
2004,"Washington","J. Mills","Mills","2004WAMills","wa-senate-class-iii-2004","Libertarian",34055,"0",0,"WA","iii","51491","S4WA00516","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Vermont","Ben Mitchell","Mitchell","2004VTMitchell","vt-senate-class-iii-2004","Liberty Union",879,"0",0,"VT","iii",NA,"S4VT00116","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Kentucky","Daniel Mongiardo","Mongiardo","2004KYMongiardo","ky-senate-class-iii-2004","Democrat",850855,"0",0,"KY","iii","35240","S4KY00059","","",NA,NA,NA,0,0,0,1,0,0,0,0,0
2004,"Louisiana","Arthur Morrell","Morrell","2004LAMorrell","la-senate-class-iii-2004","Democrat",47222,"0",0,"LA","iii",NA,"S4LA00073","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Alaska","Lisa Murkowski","Murkowski","2004AKMurkowski","ak-senate-class-iii-2004","Republican",149773,"a",1,"AK","iii","15841","S4AK00099","","",NA,NA,NA,0,1,0,0,0,0,0,0,1
2004,"Washington","Patty Murray","Murray","2004WAMurray","wa-senate-class-iii-2004","Democrat",1549708,"1",1,"WA","iii","53358","S2WA00189","","",NA,NA,NA,0,0,0,1,0,0,0,0,1
2004,"Washington","George R. Nethercutt, Jr.","Nethercutt","2004WANethercutt","wa-senate-class-iii-2004","Republican",1204584,"0",0,"WA","iii","22319","S4WA00458","","",NA,NA,NA,0,0,0,0,0,0,1,0,0
2004,"Iowa","Daryl Northrop","Northrop","2004IANorthrop","ia-senate-class-iii-2004","Green",11121,"0",0,"IA","iii","29947","S4IA00053","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"South Carolina","Efia Nwangaza","Nwangaza","2004SCNwangaza","sc-senate-class-iii-2004","Green",4383,"0",0,"SC","iii","48099","S4SC00208","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"New York","Marilyn F. O'Grady","O'Grady","2004NYO'Grady","ny-senate-class-iii-2004","Conservative",220960,"0",0,"NY","iii","44477","S4NY00172","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Illinois","Barack Obama","Obama","2004ILObama","il-senate-class-iii-2004","Democrat",3597456,"0",1,"IL","iii","9490","S4IL00180","","",NA,NA,NA,0,0,0,1,0,0,0,0,0
2004,"Connecticut","Jack Orchulli","Orchulli","2004CTOrchulli","ct-senate-class-iii-2004","Republican",457749,"0",0,"CT","iii","30247","S4CT00146","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Oregon","Other","Other","2004OROther","or-senate-class-iii-2004","",1536,"0",0,"OR","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Maryland","E. J. Pipkin","Pipkin","2004MDPipkin","md-senate-class-iii-2004","Republican",783055,"0",0,"MD","iii","36474","S4MD00152","","",NA,NA,NA,0,0,0,1,0,0,0,0,0
2004,"Colorado","Richard Randall","Randall","2004CORandall","co-senate-class-iii-2004","Libertarian",10160,"0",0,"CO","iii","30056","S4CO00254","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Connecticut","Leonard H. Rasch","Rasch","2004CTRasch","ct-senate-class-iii-2004","Libertarian",9188,"0",0,"CT","iii","30248","S4CT00161","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Nevada","Harry Reid","Reid","2004NVReid","nv-senate-class-iii-2004","Democrat",494805,"1",1,"NV","iii","53320","S6NV00028","","",NA,NA,NA,0,1,0,0,0,1,1,0,1
2004,"Kansas","Steven Rosile","Rosile","2004KSRosile","ks-senate-class-iii-2004","Libertarian",21842,"0",0,"KS","iii","1239","S6KS00205","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Colorado","Ken Salazar","Salazar","2004COSalazar","co-senate-class-iii-2004","Democrat",1081188,"0",1,"CO","iii","1541","S4CO00163","","",NA,NA,NA,0,0,0,0,1,0,0,0,0
2004,"Alaska","Jerry Sanders","Sanders","2004AKSanders","ak-senate-class-iii-2004","Alaskan Independence",3785,"0",0,"AK","iii","8899","S4AK00172","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Maryland","Scattered","Scattered","2004MDScattered","md-senate-class-iii-2004","",1408,"0",0,"MD","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Wisconsin","Scattering","Scattering","2004WIScattering","wi-senate-class-iii-2004","",834,"0",0,"WI","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"New Hampshire","Scattering","Scattering","2004NHScattering","nh-senate-class-iii-2004","",588,"0",0,"NH","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Pennsylvania","Scattering","Scattering","2004PAScattering","pa-senate-class-iii-2004","",580,"0",0,"PA","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Nevada","David K. Schumann","Schumann","2004NVSchumann","nv-senate-class-iii-2004","Independent American",6001,"0",0,"NV","iii","44052","S4NV00221","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"New York","Charles E. Schumer","Schumer","2004NYSchumer","ny-senate-class-iii-2004","Democrat",4769824,"1",1,"NY","iii","26976","S8NY00082","","",NA,NA,NA,0,1,0,0,0,0,1,0,1
2004,"Indiana","Marvin Scott","Scott","2004INScott","in-senate-class-iii-2004","Republican",903913,"0",0,"IN","iii","18409","S4IN00071","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Alabama","Richard C. Shelby","Shelby","2004ALShelby","al-senate-class-iii-2004","Republican",1242200,"1",1,"AL","iii","53266","S6AL00013","","",NA,NA,NA,0,0,0,1,0,0,1,0,1
2004,"New York","Donald Silberger","Silberger","2004NYSilberger","ny-senate-class-iii-2004","Libertarian",19073,"0",0,"NY","iii","44469","S4NY00164","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Iowa","Arthur Small","Small","2004IASmall","ia-senate-class-iii-2004","Democrat",412365,"0",0,"IA","iii","32832","S4IA00046","","",NA,NA,NA,0,1,0,1,0,0,0,0,0
2004,"Alabama","Wayne Sowell","Sowell","2004ALSowell","al-senate-class-iii-2004","Democrat",595018,"0",0,"AL","iii","15925","S2AL00087","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Pennsylvania","Arlen Specter","Specter","2004PASpecter","pa-senate-class-iii-2004","Republican",2925080,"1",1,"PA","iii","53340","S6PA00100","","",NA,NA,NA,0,0,0,0,1,0,0,0,1
2004,"Arizona","Stuart Starky","Starky","2004AZStarky","az-senate-class-iii-2004","Democrat",404507,"0",0,"AZ","iii","16290","S0AZ00152","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Vermont","Keith Stern","Stern","2004VTStern","vt-senate-class-iii-2004","Independent",3300,"0",0,"VT","iii","51108","S4VT00140","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Pennsylvania","Betsy Summers","Summers","2004PASummers","pa-senate-class-iii-2004","Libertarian",79263,"0",0,"PA","iii","47207","S4PA00238","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"South Carolina","Rebekah E. Sutherland","Sutherland","2004SCSutherland","sc-senate-class-iii-2004","Libertarian",10678,"0",0,"SC","iii","48213","S4SC00216","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Alaska","Jim Sykes","Sykes","2004AKSykes","ak-senate-class-iii-2004","Green",3053,"0",0,"AK","iii","15796","S2AK00093","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"South Carolina","Inez Tenenbaum","Tenenbaum","2004SCTenenbaum","sc-senate-class-iii-2004","Democrat",704384,"0",0,"SC","iii","15276","S4SC00125","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"South Dakota","John R. Thune","Thune","2004SDThune","sd-senate-class-iii-2004","Republican",197848,"0",1,"SD","iii","398","S2SD00068","","",NA,NA,NA,0,0,0,0,0,0,1,0,0
2004,"Maryland","Thomas Trump","Trump","2004MDTrump","md-senate-class-iii-2004","Constitution",9009,"0",0,"MD","iii","36277","S4MD00236","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Missouri","Kevin Tull","Tull","2004MOTull","mo-senate-class-iii-2004","Libertarian",19648,"0",0,"MO","iii","39861","S4MO00193","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"South Carolina","Patrick Tyndall","Tyndall","2004SCTyndall","sc-senate-class-iii-2004","Constitution",13464,"0",0,"SC","iii","48032","S4SC00190","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Utah","R. Paul Van Dam","Van Dam","2004UTVan Dam","ut-senate-class-iii-2004","Democrat",258955,"0",0,"UT","iii","50280","S4UT00134","","",NA,NA,NA,0,0,0,0,1,0,0,0,0
2004,"Utah","Gary R. Van Horn","Van Horn","2004UTVan Horn","ut-senate-class-iii-2004","Constitution",17289,"0",0,"UT","iii","25696","S4UT00100","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Louisiana","David Vitter","Vitter","2004LAVitter","la-senate-class-iii-2004","Republican",943014,"0",1,"LA","iii","4615","S4LA00057","","",NA,NA,NA,0,1,0,0,0,0,1,0,0
2004,"Ohio","George V. Voinovich","Voinovich","2004OHVoinovich","oh-senate-class-iii-2004","Republican",3464651,"1",1,"OH","iii","21745","S8OH00011","","",NA,NA,NA,0,1,1,0,0,1,0,0,1
2004,"Iowa","Christy Ann Welty","Welty","2004IAWelty","ia-senate-class-iii-2004","Libertarian",15218,"0",0,"IA","iii","54159","S4IA00061","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Washington","Mark B. Wilson","Wilson","2004WAWilson","wa-senate-class-iii-2004","Green",30304,"0",0,"WA","iii","51338","S4WA00508","","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Illinois","Write-ins","Write-ins","2004ILWrite-ins","il-senate-class-iii-2004","",2957,"0",0,"IL","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Alabama","Write-ins","Write-ins","2004ALWrite-ins","al-senate-class-iii-2004","",1848,"0",0,"AL","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"South Carolina","Write-ins","Write-ins","2004SCWrite-ins","sc-senate-class-iii-2004","",1286,"0",0,"SC","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Iowa","Write-ins","Write-ins","2004IAWrite-ins","ia-senate-class-iii-2004","",475,"0",0,"IA","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Alaska","Write-ins","Write-ins","2004AKWrite-ins","ak-senate-class-iii-2004","",423,"0",0,"AK","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"North Carolina","Write-ins","Write-ins","2004NCWrite-ins","nc-senate-class-iii-2004","",362,"0",0,"NC","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Arkansas","Write-ins","Write-ins","2004ARWrite-ins","ar-senate-class-iii-2004","",340,"0",0,"AR","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Ohio","Write-ins","Write-ins","2004OHWrite-ins","oh-senate-class-iii-2004","",296,"0",0,"OH","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Florida","Write-ins","Write-ins","2004FLWrite-ins","fl-senate-class-iii-2004","",187,"0",0,"FL","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Vermont","Write-ins","Write-ins","2004VTWrite-ins","vt-senate-class-iii-2004","",174,"0",0,"VT","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"New Hampshire","Write-ins","Write-ins","2004NHWrite-ins","nh-senate-class-iii-2004","",102,"0",0,"NH","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"California","Write-ins","Write-ins","2004CAWrite-ins","ca-senate-class-iii-2004","",53,"0",0,"CA","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Georgia","Write-ins","Write-ins","2004GAWrite-ins","ga-senate-class-iii-2004","",38,"0",0,"GA","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
2004,"Utah","Write-ins","Write-ins","2004UTWrite-ins","ut-senate-class-iii-2004","",18,"0",0,"UT","iii",NA,"#N/A","no id","",NA,NA,NA,0,0,0,0,0,0,0,0,0
