id,state,start_date,end_date,methodology,sample_size,pollster,population,national,generic_candidates,other_pct,undecided_pct,margin_of_error,undecided_and_other_pct,partisan_flag,tracking
558,MO,7/19/2010,7/21/2010,,625,Mason-Dixon,LV,0,0,,10,,,,
559,MO,7/13/2010,7/13/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,6,,,,
560,MO,6/28/2010,6/28/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,6,,,,
561,MO,6/2/2010,6/2/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
562,MO,5/3/2010,5/3/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
563,MO,4/6/2010,4/6/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
564,MO,3/27/2010,3/28/2010,,495,PPP,RV,0,0,,,,,,
565,MO,3/9/2010,3/9/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
566,MO,2/10/2010,2/10/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
567,MO,1/19/2010,1/19/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
568,MO,1/6/2010,1/11/2010,,500,YouGov,RV,0,0,,,,,,
569,MO,12/15/2009,12/15/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
570,MO,11/13/2009,11/15/2009,,763,PPP,RV,0,0,,,,,,
571,MO,9/21/2009,9/21/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
572,MO,9/15/2009,9/19/2009,,802,Momentum Analysis,RV,0,0,,,,,,
573,MO,4/28/2009,4/30/2009,,800,GQR / Democracy Corps,LV,0,0,,,,,,
574,MO,1/10/2009,1/11/2009,,867,PPP,RV,0,0,,,,,,
575,NV,1/18/2010,1/20/2010,,600,Research 2000,LV,0,0,,,,,,
576,NV,1/11/2010,1/12/2010,,763,PPP,RV,0,0,,,,,,
577,NV,1/18/2010,1/20/2010,,600,Research 2000,LV,0,0,,,,,,
578,NV,1/11/2010,1/12/2010,,763,PPP,RV,0,0,,,,,,
579,NV,1/18/2010,1/20/2010,,600,Research 2000,LV,0,0,,,,,,
580,NV,1/11/2010,1/12/2010,,763,PPP,RV,0,0,,,,,,
581,NV,1/18/2010,1/20/2010,,600,Research 2000,LV,0,0,,,,,,
582,NV,1/11/2010,1/12/2010,,763,PPP,RV,0,0,,,,,,
583,NV,8/16/2010,8/16/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
584,NV,8/9/2010,8/11/2010,,625,Mason-Dixon,LV,0,0,5,5,,,,
585,NV,7/30/2010,8/1/2010,,462,Ipsos,LV,0,0,2,7,,,,
586,NV,7/30/2010,8/1/2010,,600,Ipsos,RV,0,0,,,,,,
587,NV,7/27/2010,7/27/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,7,4,,,,
588,NV,7/26/2010,7/28/2010,,625,Mason-Dixon,LV,0,0,9,6,,,,
589,NV,7/16/2010,7/18/2010,,630,PPP,RV,0,0,,6,,,,
590,NV,7/12/2010,7/14/2010,,625,Mason-Dixon,LV,0,0,9,10,,,,
591,NV,7/12/2010,7/12/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,6,5,,,,
592,NV,6/22/2010,6/22/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
593,NV,6/9/2010,6/9/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
594,NV,5/31/2010,6/2/2010,,600,Research 2000,LV,0,0,,,,,,
595,NV,6/1/2010,6/3/2010,,625,Mason-Dixon,LV,0,0,,,,,,
596,NV,5/24/2010,5/26/2010,,625,Mason-Dixon,LV,0,0,,,,,,
597,NV,4/27/2010,4/27/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
598,NV,4/26/2010,4/28/2010,,600,Research 2000,LV,0,0,,,,,,
599,NV,3/31/2010,3/31/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
600,NV,3/3/2010,3/3/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
601,NV,2/22/2010,2/24/2010,,625,Mason-Dixon,LV,0,0,,,,,,
602,NV,2/2/2010,2/2/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
603,NV,1/11/2010,1/11/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
604,NV,1/5/2010,1/7/2010,,625,Mason-Dixon,LV,0,0,,,,,,
605,NV,12/9/2009,12/9/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
606,NV,6/1/2010,6/3/2010,,600,Research 2000,LV,0,0,,,,,,
607,NV,5/31/2010,6/2/2010,,625,Mason-Dixon,LV,0,0,,,,,,
608,NV,5/24/2010,5/26/2010,,625,Mason-Dixon,LV,0,0,,,,,,
609,NV,4/27/2010,4/27/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
610,NV,4/26/2010,4/28/2010,,600,Research 2000,LV,0,0,,,,,,
611,NV,4/13/2010,4/14/2010,,625,Mason-Dixon,LV,0,0,,,,,,
612,NV,4/5/2010,4/7/2010,,625,Mason-Dixon,LV,0,0,,,,,,
613,NV,3/31/2010,3/31/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
614,NV,3/3/2010,3/3/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
615,NV,2/22/2010,2/24/2010,,625,Mason-Dixon,LV,0,0,,,,,,
616,NV,2/2/2010,2/2/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
617,NV,1/18/2010,1/20/2010,,600,Research 2000,LV,0,0,,,,,,
618,NV,1/11/2010,1/12/2010,,763,PPP,RV,0,0,,,,,,
619,NV,1/11/2010,1/11/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
620,NV,1/6/2010,1/11/2010,,500,YouGov,RV,0,0,,,,,,
621,NV,1/5/2010,1/7/2010,,625,Mason-Dixon,LV,0,0,,,,,,
622,NV,12/9/2009,12/9/2009,,1500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
623,NV,11/30/2009,12/2/2009,,625,Mason-Dixon,LV,0,0,,,,,,
624,NV,10/6/2009,10/8/2009,,500,Mason-Dixon,LV,0,0,,,,,,
625,NV,9/14/2009,9/14/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
626,NV,8/31/2009,9/2/2009,,600,Research 2000,LV,0,0,,,,,,
627,NV,8/17/2009,8/18/2009,,400,Mason-Dixon,LV,0,0,,,,,,
628,NV,6/1/2010,6/2/2010,,625,Mason-Dixon,LV,0,0,,,,,,
629,NV,5/31/2010,6/2/2010,,600,Research 2000,LV,0,0,,,,,,
630,NV,5/24/2010,5/26/2010,,625,Mason-Dixon,LV,0,0,,,,,,
631,NV,4/27/2010,4/27/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
632,NV,4/26/2010,4/28/2010,,600,Research 2000,LV,0,0,,,,,,
633,NV,4/5/2010,4/7/2010,,625,Mason-Dixon,LV,0,0,,,,,,
634,NV,3/31/2010,3/31/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
635,NV,3/3/2010,3/3/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
636,NV,2/22/2010,2/24/2010,,625,Mason-Dixon,LV,0,0,,,,,,
637,NV,2/2/2010,2/2/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
638,NV,1/18/2010,1/20/2010,,600,Research 2000,LV,0,0,,,,,,
639,NV,1/11/2010,1/12/2010,,763,PPP,RV,0,0,,,,,,
640,NV,1/11/2010,1/11/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
641,NV,1/6/2010,1/11/2010,,500,YouGov,RV,0,0,,,,,,
642,NV,1/5/2010,1/7/2010,,625,Mason-Dixon,LV,0,0,,,,,,
643,NV,12/9/2009,12/9/2009,,1500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
644,NV,11/30/2009,12/2/2009,,625,Mason-Dixon,LV,0,0,,,,,,
645,NV,10/6/2009,10/8/2009,,500,Mason-Dixon,LV,0,0,,,,,,
646,NV,9/14/2009,9/14/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
647,NV,8/31/2009,9/2/2009,,600,Research 2000,LV,0,0,,,,,,
648,NV,8/17/2009,8/18/2009,,400,Mason-Dixon,LV,0,0,,,,,,
649,NH,8/5/2010,8/5/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,4,6,,,,
650,NH,7/22/2010,7/25/2010,,900,PPP,RV,0,0,,13,,,,
651,NH,7/19/2010,7/27/2010,,453,UNH,LV,0,0,1,17,,,,
652,NH,7/12/2010,7/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,7,7,,,,
653,NH,4/18/2010,4/27/2010,,462,UNH,LV,0,0,,,,,,
654,NH,4/17/2010,4/18/2010,,1474,PPP,RV,0,0,,,,,,
655,NH,4/7/2010,4/7/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
656,NH,3/8/2010,3/8/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
657,NH,2/10/2010,2/10/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
658,NH,2/1/2010,2/3/2010,,600,Research 2000,LV,0,0,,,,,,
659,NH,1/27/2010,2/4/2010,,444,UNH,LV,0,0,,,,,,
660,NH,1/12/2010,1/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
661,NH,12/26/2009,12/29/2009,,566,American Research Group,RV,0,0,,,,,,
662,NH,9/25/2009,9/29/2009,,572,American Research Group,RV,0,0,,,,,,
663,NH,9/25/2009,10/2/2009,,503,UNH,A,0,0,,,,,,
664,NH,9/14/2009,9/14/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
665,NH,7/14/2009,7/14/2009,,600,CrossTarget,LV,0,0,,,,,,
666,NH,7/13/2009,7/15/2009,,600,Research 2000,LV,0,0,,,,,,
667,NH,6/24/2009,7/1/2009,,558,UNH,A,0,0,,,,,,
668,NH,2/10/2010,2/10/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
669,NH,2/1/2010,2/3/2010,,600,Research 2000,LV,0,0,,,,,,
670,NH,1/27/2010,2/4/2010,,444,UNH,LV,0,0,,,,,,
671,NH,7/13/2009,7/15/2009,,600,Research 2000,LV,0,0,,,,,,
672,NH,6/24/2009,7/1/2009,,558,UNH,RV,0,0,,,,,,
673,NH,4/27/2009,5/1/2009,,403,Dartmouth U.,RV,0,0,,,5,,,
674,NH,2/6/2009,2/8/2009,,1326,PPP,RV,0,0,,,,,,
675,NH,8/5/2010,8/5/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
676,NH,7/22/2010,7/25/2010,,900,PPP,RV,0,0,,,,,,
677,NH,7/19/2010,7/27/2010,,453,UNH,LV,0,0,,,,,,
678,NH,7/12/2010,7/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
679,NH,4/18/2010,4/27/2010,,462,UNH,LV,0,0,,,,,,
680,NH,4/17/2010,4/18/2010,,1474,PPP,RV,0,0,,,,,,
681,NH,4/7/2010,4/7/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
682,NH,3/8/2010,3/8/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
683,NH,2/10/2010,2/10/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
684,NH,2/1/2010,2/3/2010,,600,Research 2000,LV,0,0,,,,,,
685,NH,1/27/2010,2/4/2010,,444,UNH,LV,0,0,,,,,,
686,NH,1/12/2010,1/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
687,NH,7/22/2010,7/25/2010,,900,PPP,RV,0,0,,,,,,
688,NH,7/19/2010,7/27/2010,,453,UNH,LV,0,0,,,,,,
689,NH,7/12/2010,7/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
690,NH,4/18/2010,4/27/2010,,462,UNH,LV,0,0,,,,,,
691,NH,4/17/2010,4/18/2010,,1474,PPP,RV,0,0,,,,,,
692,NH,4/7/2010,4/7/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
693,NH,3/8/2010,3/8/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
694,NH,1/12/2010,1/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
695,NH,12/26/2009,12/29/2009,,566,American Research Group,RV,0,0,,,,,,
696,NH,9/25/2009,10/2/2009,,503,UNH,A,0,0,,,,,,
697,NY,7/6/2010,7/12/2010,,760,Siena,RV,0,0,,,,,,
698,NY,6/16/2010,6/16/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
699,NY,6/7/2010,6/9/2010,,808,Siena,RV,0,0,,,,,,
700,NY,5/17/2010,5/20/2010,,810,Siena,RV,0,0,,,,,,
701,NY,5/3/2010,5/5/2010,,686,Marist,RV,0,0,,,,,,
702,NY,2/22/2010,2/24/2010,,646,Marist,RV,0,0,,,,,,
703,NY,1/25/2010,1/27/2010,,838,Marist,RV,0,0,,,,,,
704,NY,6/16/2010,6/16/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
705,NY,6/7/2010,6/9/2010,,808,Siena,RV,0,0,,,,,,
706,NY,5/17/2010,5/20/2010,,810,Siena,RV,0,0,,,,,,
707,NY,2/15/2010,2/19/2010,,805,Siena,RV,0,0,,,,,,
708,NY,1/25/2010,1/27/2010,,838,Marist,RV,0,0,,,,,,
709,NY,1/13/2010,1/14/2010,,855,Marist,RV,0,0,,,,,,
710,NY,1/10/2010,1/14/2010,,806,Siena,RV,0,0,,,,,,
711,NY,8/9/2010,8/12/2010,,788,Siena,RV,0,0,,,,,,
712,NY,7/29/2010,7/29/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
713,NY,7/20/2010,7/26/2010,,1165,Quinnipiac,RV,0,0,,,,,,
714,NY,7/6/2010,7/8/2010,,760,Siena,RV,0,0,,,,,,
715,NY,6/16/2010,6/16/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
716,NY,6/15/2010,6/20/2010,,1592,Quinnipiac,RV,0,0,,,,,,
717,NY,6/7/2010,6/9/2010,,808,Siena,RV,0,0,,,,,,
718,NY,5/17/2010,5/20/2010,,810,Siena,RV,0,0,,,,,,
719,NY,5/12/2010,5/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
720,NY,5/3/2010,5/5/2010,,686,Marist,RV,0,0,,,,,,
721,NY,4/12/2010,4/15/2010,,806,Siena,RV,0,0,,,,,,
722,NY,4/6/2010,4/11/2010,,1381,Quinnipiac,RV,0,0,,,,,,
723,NY,3/22/2010,3/24/2010,,775,Marist,RV,0,0,,,,,,
724,NY,3/15/2010,3/18/2010,,810,Siena,RV,0,0,,,,,,
725,NY,2/14/2010,2/19/2010,,805,Siena,RV,0,0,,,,,,
726,NY,1/27/2010,2/1/2010,,2182,Quinnipiac,RV,0,0,,,,,,
727,NY,12/6/2009,12/9/2009,,665,Siena,RV,0,0,,,,,,
728,NY,8/9/2010,8/12/2010,,788,Siena,RV,0,0,,,,,,
729,NY,7/29/2010,7/29/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
730,NY,7/6/2010,7/12/2010,,760,Siena,RV,0,0,,,,,,
731,NY,6/16/2010,6/16/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
732,NY,6/7/2010,6/9/2010,,808,Siena,RV,0,0,,,,,,
733,NY,5/17/2010,5/20/2010,,810,Siena,RV,0,0,,,,,,
734,NY,5/12/2010,5/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
735,NY,5/3/2010,5/5/2010,,686,Marist,RV,0,0,,,,,,
736,NY,4/12/2010,4/15/2010,,806,Siena,RV,0,0,,,,,,
737,NY,3/22/2010,3/24/2010,,775,Marist,RV,0,0,,,,,,
738,NY,8/9/2010,8/12/2010,,788,Siena,RV,0,0,,,,,,
739,NY,7/29/2010,7/29/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
740,NY,7/20/2010,7/26/2010,,1165,Quinnipiac,RV,0,0,,,,,,
741,NY,7/6/2010,7/12/2010,,760,Siena,RV,0,0,,,,,,
742,NY,6/16/2010,6/16/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
743,NY,6/15/2010,6/20/2010,,1592,Quinnipiac,RV,0,0,,,,,,
744,NY,6/7/2010,6/9/2010,,808,Siena,RV,0,0,,,,,,
745,NY,5/17/2010,5/20/2010,,810,Siena,RV,0,0,,,,,,
746,NY,5/12/2010,5/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
747,NY,5/3/2010,5/5/2010,,686,Marist,RV,0,0,,,,,,
748,NY,4/12/2010,4/15/2010,,806,Siena,RV,0,0,,,,,,
749,NY,3/22/2010,3/24/2010,,775,Marist,RV,0,0,,,,,,
750,NY,4/12/2010,4/15/2010,,806,Siena,RV,0,0,,,,,,
751,NY,4/6/2010,4/11/2010,,1381,Quinnipiac,RV,0,0,,,,,,
752,NY,3/22/2010,3/24/2010,,775,Marist,RV,0,0,,,,,,
753,NY,3/19/2010,3/22/2010,,800,Zogby Interactive,LV,0,0,,,,,,
754,NY,3/15/2010,3/18/2010,,810,Siena,RV,0,0,,,,,,
755,NY,3/1/2010,3/1/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
756,NY,2/14/2010,2/19/2010,,805,Siena,RV,0,0,,,,,,
757,NY,1/25/2010,1/27/2010,,838,Marist,RV,0,0,,,,,,
758,NY,1/13/2010,1/14/2010,,855,Marist,RV,0,0,,,,,,
759,NY,1/10/2010,1/14/2010,,806,Siena,RV,0,0,,,,,,
760,NY,12/6/2009,12/9/2009,,655,Siena,RV,0,0,,,,,,
761,NY,11/20/2009,11/21/2009,,982,Zogby (telephone),LV,0,0,,,,,,
762,NY,11/17/2009,11/17/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
763,NY,11/12/2009,11/17/2009,,805,Marist,RV,0,0,,,,,,
764,NY,11/8/2009,11/12/2009,,800,Siena,RV,0,0,,,,,,
765,NY,10/14/2009,10/18/2009,,624,Siena,RV,0,0,,,,,,
766,NY,9/22/2009,9/22/2009,,616,Marist,RV,0,0,,,,,,
767,NY,9/22/2009,9/22/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
768,NY,9/8/2009,9/10/2009,,805,Marist,RV,0,0,,,,,,
769,NY,8/17/2009,8/20/2009,,621,Siena,RV,0,0,,,,,,
770,NY,6/23/2009,6/25/2009,,1003,Marist,RV,0,0,,,,,,
771,NY,5/18/2009,5/21/2009,,622,Siena,RV,0,0,,,,,,
772,NY,4/28/2009,4/28/2009,,1029,Marist,RV,0,0,,,,,,
773,NY,3/16/2009,3/18/2009,,626,Siena,RV,0,0,,,,,,
774,NY,2/25/2009,2/26/2009,,1045,Marist,RV,0,0,,,,,,
775,NY,1/26/2009,1/26/2009,,611,Marist,RV,0,0,,,,,,
776,NY,12/6/2009,12/9/2009,,665,Siena,RV,0,0,,,,,,
777,NY,12/6/2009,12/9/2009,,665,Siena,RV,0,0,,,,,,
778,NC,6/4/2010,6/6/2010,,601,PPP,LV,0,0,,,,,,
779,NC,6/3/2010,6/3/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
780,NC,5/8/2010,5/10/2010,,631,PPP,LV,0,0,,,,,,
781,NC,4/19/2010,4/19/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
782,NC,4/8/2010,4/11/2010,,742,PPP,RV,0,0,,,,,,
783,NC,3/22/2010,3/22/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
784,NC,3/12/2010,3/15/2010,,878,PPP,RV,0,0,,,,,,
785,NC,2/23/2010,2/23/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
786,NC,2/12/2010,2/15/2010,,788,PPP,RV,0,0,,,,,,
787,NC,1/27/2010,1/27/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
788,NC,1/15/2010,1/18/2010,,678,PPP,RV,0,0,,,,,,
789,NC,12/11/2009,12/13/2009,,593,PPP,RV,0,0,,,,,,
790,NC,11/9/2009,11/11/2009,,683,PPP,LV,0,0,,,,,,
791,NC,10/2/2009,10/4/2009,,683,PPP,RV,0,0,,,,,,
792,NC,9/2/2009,9/8/2009,,600,PPP,RV,0,0,,,,,,
793,NC,8/4/2009,8/10/2009,,749,PPP,RV,0,0,,,,,,
794,NC,7/10/2009,7/12/2009,,784,PPP,RV,0,0,,,,,,
795,NC,2/13/2009,2/15/2009,,1020,PPP,RV,0,0,,,,,,
796,NC,4/8/2010,4/11/2010,,742,PPP,RV,0,0,,,,,,
797,NC,3/12/2010,3/15/2010,,878,PPP,RV,0,0,,,,,,
798,NC,2/12/2010,2/15/2010,,788,PPP,RV,0,0,,,,,,
799,NC,1/15/2010,1/18/2010,,678,PPP,RV,0,0,,,,,,
800,NC,12/11/2009,12/13/2009,,593,PPP,RV,0,0,,,,,,
801,NC,11/9/2009,11/11/2009,,683,PPP,RV,0,0,,,,,,
802,NC,10/2/2009,10/4/2009,,683,PPP,RV,0,0,,,,,,
803,NC,9/15/2009,9/15/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
804,NC,9/2/2009,9/8/2009,,600,PPP,RV,0,0,,,,,,
805,NC,8/4/2009,8/10/2009,,749,PPP,RV,0,0,,,,,,
806,NC,7/10/2009,7/12/2009,,784,PPP,RV,0,0,,,,,,
807,NC,5/8/2009,5/10/2009,,755,PPP,RV,0,0,,,,,,
808,NC,8/3/2010,8/3/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,3,8,,,,
809,NC,7/27/2010,7/31/2010,,624,PPP,RV,0,0,7,17,,,,
810,NC,7/8/2010,7/11/2010,,560,SurveyUSA,LV,0,0,6,12,,,,
811,NC,7/6/2010,7/6/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,4,7,,,,
812,NC,6/26/2010,6/27/2010,,601,PPP,RV,0,0,10,20,,,,
813,NC,6/23/2010,6/24/2010,,617,SurveyUSA,LV,0,0,6,5,,,,
814,NC,6/22/2010,6/22/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
815,NC,6/4/2010,6/6/2010,,601,PPP,RV,0,0,,,,,,
816,NC,6/3/2010,6/3/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
817,NC,5/8/2010,5/10/2010,,631,PPP,RV,0,0,,,,,,
818,NC,4/19/2010,4/19/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
819,NC,4/8/2010,4/11/2010,,742,PPP,RV,0,0,,,,,,
820,NC,3/12/2010,3/15/2010,,878,PPP,RV,0,0,,,,,,
821,NC,2/23/2010,2/23/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
822,NC,2/12/2010,2/15/2010,,788,PPP,RV,0,0,,,,,,
823,NC,1/27/2010,1/27/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
824,NC,1/15/2010,1/18/2010,,678,PPP,RV,0,0,,,,,,
825,NC,12/11/2009,12/13/2009,,593,PPP,RV,0,0,,,,,,
826,NC,12/1/2009,12/3/2009,,600,Tel Opinion Research,LV,0,0,,,,,,
827,NC,11/9/2009,11/11/2009,,683,PPP,RV,0,0,,,,,,
828,NC,10/31/2009,11/1/2009,,600,Research 2000,LV,0,0,,,,,,
829,NC,10/20/2009,10/21/2009,,600,McLaughlin,LV,0,0,,,,,,
830,NC,10/2/2009,10/4/2009,,683,PPP,RV,0,0,,,,,,
831,NC,9/15/2009,9/15/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
832,NC,9/2/2009,9/8/2009,,600,PPP,RV,0,0,,,,,,
833,NC,8/4/2009,8/10/2009,,749,PPP,RV,0,0,,,,,,
834,NC,3/12/2009,3/15/2009,,1000,PPP,RV,0,0,,,,,,
835,ND,1/11/2010,1/13/2010,,600,Research 2000,LV,0,0,,,,,,
836,ND,1/6/2010,1/11/2010,,500,YouGov,RV,0,0,,,,,,
837,ND,8/10/2010,8/11/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,1,5,,,,
838,ND,7/21/2010,7/21/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,7,,,,
839,ND,6/15/2010,6/16/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,6,,,,
840,ND,5/18/2010,5/19/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,3,,,,
841,ND,4/20/2010,4/20/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,5,,,,
842,ND,3/23/2010,3/23/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,2,5,,,,
843,ND,2/9/2010,2/10/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,4,8,,,,
844,ND,1/11/2010,1/13/2010,,600,Research 2000,LV,0,0,,,,,,
845,OH,4/22/2010,4/26/2010,,1568,Quinnipiac,RV,0,0,,,,,,
846,OH,4/5/2010,4/7/2010,,600,Research 2000,LV,0,0,,,,,,
847,OH,3/30/2010,3/30/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
848,OH,3/25/2010,3/28/2010,,1526,Quinnipiac,RV,0,0,,,,,,
849,OH,3/4/2010,3/4/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
850,OH,2/16/2010,2/21/2010,,1662,Quinnipiac,RV,0,0,,,,,,
851,OH,2/5/2010,2/6/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
852,OH,1/12/2010,1/12/2010,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
853,OH,1/6/2010,1/11/2010,,500,YouGov,RV,0,0,,,,,,
854,OH,12/7/2009,12/7/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
855,OH,11/5/2009,11/9/2009,,1123,Quinnipiac,RV,0,0,,,,,,
856,OH,9/23/2009,9/23/2009,,500,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
857,OH,9/10/2009,9/13/2009,,1074,Quinnipiac,RV,0,0,,,,,,
858,OH,7/6/2009,7/8/2009,,600,Research 2000,LV,0,0,,,,,,
859,OH,6/26/2009,7/1/2009,,1259,Quinnipiac,RV,0,0,,,,,,
860,OH,6/17/2009,6/19/2009,,619,PPP,RV,0,0,,,,,,
861,OH,4/28/2009,5/4/2009,,1079,Quinnipiac,RV,0,0,,,,,,
862,OH,3/10/2009,3/15/2009,,1299,Quinnipiac,RV,0,0,,,,,,
863,OH,1/29/2009,2/2/2009,,1127,Quinnipiac,RV,0,0,,,,,,
864,OH,1/17/2009,1/18/2009,,578,PPP,RV,0,0,,,,,,
865,OH,8/16/2010,8/16/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
866,OH,8/6/2010,8/8/2010,,417,Ipsos,LV,0,0,,,,,,
867,OH,8/6/2010,8/8/2010,,600,Ipsos,RV,0,0,,,,,,
868,OH,8/2/2010,8/2/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
869,OH,7/19/2010,7/19/2010,,750,Rasmussen (Pulse Opinion Research),LV,0,0,,,,,,
