"startdate","enddate","Democrats","Republicans","Sample","Poll","knownDate"
2004-08-15,2004-08-17,46,43,"--","Battleground",2004-08-19
2004-08-05,2004-08-11,49,37,"a","Program On International Policy Attitudes, University of Maryland!!",2004-08-13
2004-08-03,2004-08-05,48,44,"a","Ipsos-Public Affairs!!Associated Press",2004-08-07
2004-07-30,2004-08-01,50,42,"a","Gallup Organization!!Cable News Network, USA Today",2004-08-03
2004-07-30,2004-08-01,47,47,"--","CNN/USA Today/Gallup",2004-08-03
2004-07-29,2004-07-30,46,36,"a","Princeton Survey Research Associates International!!Newsweek",2004-08-01
2004-07-29,2004-07-30,51,41,"--","Newsweek",2004-08-01
2004-07-11,2004-07-15,46,37,"--","CBS News/NY Times",2004-07-17
2004-07-05,2004-07-07,47,43,"--","AP-Ipsos",2004-07-09
2004-06-28,2004-06-30,43,36,"--","Rasmussen",2004-07-02
2004-06-09,2004-06-30,48,43,"--","Gallup",2004-07-02
2004-06-25,2004-06-28,48,42,"--","NBC/WSJ",2004-06-30
2004-06-20,2004-06-23,49,41,"--","Battleground",2004-06-25
2004-06-03,2004-06-13,42,35,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2004-06-15
2004-06-03,2004-06-13,46,42,"a","Princeton Survey Research Associates International!!Pew Research Center for the People & the Press",2004-06-15
2004-06-07,2004-06-09,47,42,"--","AP-Ipsos",2004-06-11
2004-06-05,2004-06-08,54,35,"--","LA Times",2004-06-10
2004-06-04,2004-06-06,44,37,"--","Rasmussen",2004-06-08
2004-06-02,2004-06-04,49,37,"--","Time",2004-06-06
2004-05-18,2004-05-19,45,41,"rv","Winston Group!!New Models",2004-05-21
2004-05-12,2004-05-13,49,34,"a","Harris Interactive!!Time, Cable News Network",2004-05-15
2004-05-12,2004-05-13,53,40,"--","CNN/Time",2004-05-15
2004-05-03,2004-05-05,50,41,"--","AP-Ipsos",2004-05-07
2004-05-01,2004-05-03,44,41,"--","NBC/WSJ",2004-05-05
2004-04-26,2004-04-28,43,36,"--","Rasmussen",2004-04-30
2004-04-05,2004-04-07,46,43,"a","IPSOS-Public Affairs!!Associated Press",2004-04-09
2004-03-28,2004-03-31,43,36,"--","Battleground",2004-04-02
2004-03-18,2004-03-19,44,37,"a","Princeton Survey Research Associates International!!Newsweek",2004-03-21
2004-03-18,2004-03-19,49,42,"--","Newsweek",2004-03-21
2004-03-10,2004-03-14,42,38,"--","CBS News/NY Times",2004-03-16
2004-03-07,2004-03-09,42,37,"--","Rasmussen",2004-03-11
2004-03-06,2004-03-08,45,41,"--","NBC/WSJ",2004-03-10
2004-03-05,2004-03-07,31,25,"--","CNN/USA Today/Gallup",2004-03-09
2004-03-01,2004-03-04,44,43,"--","AP-Ipsos",2004-03-06
2004-03-01,2004-03-03,44,43,"a","IPSOS-Public Affairs!!Associated Press",2004-03-05
2004-02-02,2004-02-04,44,41,"--","AP-Ipsos",2004-02-06
2004-01-15,2004-01-18,39,30,"--","Zogby",2004-01-20
2004-01-10,2004-01-12,39,35,"a","Hart and Teeter Research Companies!!NBC News, Wall Street Journal",2004-01-14
2004-01-06,2004-01-07,43,42,"rv","Winston Group!!New Models",2004-01-09
2004-01-05,2004-01-07,42,44,"--","AP-Ipsos",2004-01-09
2004-01-04,2004-01-06,43,38,"--","Rasmussen",2004-01-08
2004-01-02,2004-01-05,45,46,"a","Gallup Organization!!Cable News Network, USA Today",2004-01-07
2004-01-02,2004-01-05,43,43,"a","Gallup Organization!!Cable News Network, USA Today",2004-01-07
2004-01-02,2004-01-05,45,50,"--","CNN/USA Today/Gallup",2004-01-07
2003-12-01,2003-12-03,44,42,"a","IPSOS-Public Affairs!!Associated Press",2003-12-05
2003-11-14,2003-11-16,47,45,"a","Gallup Organization!!Cable News Network, USA Today",2003-11-18
2003-10-07,2003-10-23,45,43,"a","IPSOS-Reid!!Cook Political Report",2003-10-25
2003-10-21,2003-10-23,44,44,"a","IPSOS-Reid!!",2003-10-25
2003-10-07,2003-10-09,46,43,"a","IPSOS-Reid!!",2003-10-11
2003-09-07,2003-09-10,39,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!",2003-09-12
2003-08-19,2003-08-21,45,40,"a","IPSOS-Reid!!",2003-08-23
2003-08-05,2003-08-21,45,40,"a","IPSOS-Reid!!Cook Political Report",2003-08-23
2003-08-05,2003-08-08,44,40,"a","IPSOS-Reid!!",2003-08-10
2003-07-01,2003-07-02,43,47,"rv","Winston Group!!New Models",2003-07-04
2003-06-03,2003-06-19,45,41,"a","IPSOS-Reid!!Cook Political Report",2003-06-21
2003-06-17,2003-06-19,47,40,"a","IPSOS-Reid!!",2003-06-21
2003-05-20,2003-06-05,43,43,"a","IPSOS-Reid!!Cook Political Report",2003-06-07
2003-05-06,2003-05-22,44,43,"a","IPSOS-Reid!!Cook Political Report",2003-05-24
2003-05-20,2003-05-22,43,45,"a","IPSOS-Reid!!",2003-05-24
2003-04-15,2003-05-08,42,44,"a","IPSOS-Reid!!Cook Political Report",2003-05-10
2003-05-06,2003-05-08,45,41,"a","IPSOS-Reid!!",2003-05-10
2003-04-23,2003-04-24,43,44,"rv","Winston Group!!New Models",2003-04-26
2003-04-01,2003-04-17,40,47,"a","IPSOS-Reid!!Cook Political Report",2003-04-19
2003-04-15,2003-04-17,39,47,"a","IPSOS-Reid!!",2003-04-19
2003-03-18,2003-04-03,41,46,"a","IPSOS-Reid!!Cook Political Report",2003-04-05
2003-04-01,2003-04-03,41,46,"a","IPSOS-Reid!!",2003-04-05
2003-03-04,2003-03-20,42,41,"a","IPSOS-Reid!!Cook Political Report",2003-03-22
2003-03-18,2003-03-20,41,44,"a","IPSOS-Reid!!",2003-03-22
2003-02-18,2003-03-06,43,39,"a","IPSOS-Reid!!Cook Political Report",2003-03-08
2003-03-04,2003-03-06,43,39,"a","IPSOS-Reid!!",2003-03-08
2003-01-31,2003-01-31,44,42,"rv","Winston Group!!New Models",2003-02-02
2003-01-13,2003-01-15,38,37,"rv","The Tarrance Group!!Citizens for a Sound Economy",2003-01-17
2002-10-30,2002-11-24,37,33,"a","Princeton Survey Research Associates!!Pew Internet & American Life Project, Pew Research Center for the People & the Press, The George Washington University Institute for Politics, Democracy and the Internet",2002-11-26
2002-10-31,2002-11-03,48,48,"lv","ABC News!!",2002-11-05
2002-10-31,2002-11-03,48,43,"a","Gallup Organization!!Cable News Network, USA Today",2002-11-05
2002-10-31,2002-11-03,45,40,"a","Gallup Organization!!Cable News Network, USA Today",2002-11-05
2002-11-01,2002-11-03,45,44,"a","IPSOS-Reid!!",2002-11-05
2002-10-28,2002-11-03,44,46,"--","Ipsos-Reid/Cook",2002-11-05
2002-10-30,2002-11-02,39,40,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2002-11-04
2002-10-30,2002-11-02,43,44,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2002-11-04
2002-10-31,2002-11-02,50,49,"--","ABC News/Wash Post",2002-11-04
2002-10-30,2002-11-02,46,44,"--","Pew Research",2002-11-04
2002-10-29,2002-11-02,45,51,"--","CNN/USA Today/Gallup",2002-11-04
2002-10-25,2002-10-31,45,42,"a","IPSOS-Reid!!Cook Political Report",2002-11-02
2002-10-28,2002-10-31,45,44,"a","IPSOS-Reid!!",2002-11-02
2002-10-07,2002-10-31,35,30,"a","Princeton Survey Research Associates!!Pew Internet & American Life Project",2002-11-02
2002-10-27,2002-10-31,40,47,"--","CBS News/NY Times",2002-11-02
2002-10-26,2002-10-29,51,49,"--","Zogby",2002-10-31
2002-10-15,2002-10-27,45,42,"a","IPSOS-Reid!!Cook Political Report",2002-10-29
2002-10-25,2002-10-27,46,40,"a","IPSOS-Reid!!",2002-10-29
2002-10-25,2002-10-27,45,43,"--","Ipsos-Reid/Cook",2002-10-29
2002-10-24,2002-10-27,47,49,"--","ABC News/Wash Post",2002-10-29
2002-10-22,2002-10-25,38,37,"a","Princeton Survey Research Associates!!Newsweek",2002-10-27
2002-10-24,2002-10-25,43,46,"--","Newsweek",2002-10-27
2002-10-23,2002-10-24,47,43,"--","CNN/Time",2002-10-26
2002-10-22,2002-10-23,41,40,"--","FOX News",2002-10-25
2002-10-21,2002-10-22,48,40,"a","Gallup Organization!!Cable News Network, USA Today",2002-10-24
2002-10-21,2002-10-22,55,45,"a","Gallup Organization!!Cable News Network, USA Today",2002-10-24
2002-10-21,2002-10-22,49,46,"--","CNN/USA Today/Gallup",2002-10-24
2002-10-18,2002-10-21,39,39,"--","NBC News/Wall St. Jrnl",2002-10-23
2002-10-01,2002-10-17,45,43,"a","IPSOS-Reid!!Cook Political Report",2002-10-19
2002-10-15,2002-10-17,44,44,"a","IPSOS-Reid!!",2002-10-19
2002-10-14,2002-10-17,45,41,"--","NPR",2002-10-19
2002-10-10,2002-10-11,37,38,"a","Princeton Survey Research Associates!!Newsweek",2002-10-13
2002-10-10,2002-10-11,46,43,"--","Newsweek",2002-10-13
2002-10-09,2002-10-10,39,44,"--","Marist",2002-10-12
2002-10-08,2002-10-09,40,42,"--","FOX News",2002-10-11
2002-10-04,2002-10-07,43,41,"--","Wirthlin Worldwide (R)",2002-10-09
2002-10-03,2002-10-06,47,41,"a","Gallup Organization!!Cable News Network, USA Today",2002-10-08
2002-10-02,2002-10-06,42,38,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press, Council on Foreign Relations",2002-10-08
2002-10-03,2002-10-06,48,47,"--","CNN/USA Today/Gallup",2002-10-08
2002-10-02,2002-10-06,46,44,"--","Pew Research",2002-10-08
2002-10-03,2002-10-05,46,43,"a","CBS News/New York Times!!",2002-10-07
2002-10-03,2002-10-05,48,44,"a","CBS News/New York Times!!",2002-10-07
2002-10-03,2002-10-05,46,42,"--","CBS News/NY Times",2002-10-07
2002-09-16,2002-10-03,44,43,"a","IPSOS-Reid!!Cook Political Report",2002-10-05
2002-10-01,2002-10-03,44,43,"a","IPSOS-Reid!!",2002-10-05
2002-10-03,2002-10-03,49,43,"RV","Gallup",2002-10-05
2002-09-26,2002-09-27,41,34,"a","Princeton Survey Research Associates!!Newsweek",2002-09-29
2002-09-26,2002-09-27,47,40,"--","Newsweek",2002-09-29
2002-09-23,2002-09-26,45,42,"a","ABC News/Washington Post!!",2002-09-28
2002-09-23,2002-09-26,46,42,"--","ABC News/Wash Post",2002-09-28
2002-09-24,2002-09-25,45,42,"--","FOX News",2002-09-27
2002-09-22,2002-09-23,40,40,"--","CBS News/NY Times",2002-09-25
2002-09-20,2002-09-22,48,41,"a","Gallup Organization!!Cable News Network, USA Today",2002-09-24
2002-09-16,2002-09-22,44,43,"a","IPSOS-Reid!!Cook Political Report",2002-09-24
2002-09-20,2002-09-22,44,43,"a","IPSOS-Reid!!",2002-09-24
2002-09-20,2002-09-22,50,46,"--","CNN/USA Today/Gallup",2002-09-24
2002-09-03,2002-09-19,45,42,"a","IPSOS-Reid!!Cook Political Report",2002-09-21
2002-09-16,2002-09-19,44,43,"a","IPSOS-Reid!!",2002-09-21
2002-09-15,2002-09-19,39,42,"--","Pub Op Str (R)",2002-09-21
2002-09-12,2002-09-13,36,37,"a","Princeton Survey Research Associates!!Newsweek",2002-09-15
2002-09-12,2002-09-13,41,43,"--","Newsweek",2002-09-15
2002-09-06,2002-09-10,40,40,"--","AP/ICR",2002-09-12
2002-09-05,2002-09-10,46,44,"--","Pew Research",2002-09-12
2002-09-03,2002-09-06,38,46,"a","Washington Post!!",2002-09-08
2002-09-03,2002-09-06,41,49,"--","ABC News/Wash Post",2002-09-08
2002-09-03,2002-09-05,46,41,"a","IPSOS-Reid!!",2002-09-07
2002-08-16,2002-09-05,46,41,"a","IPSOS-Reid!!Cook Political Report",2002-09-07
2002-09-02,2002-09-05,39,35,"a","CBS News/New York Times!!",2002-09-07
2002-09-03,2002-09-05,35,37,"--","NBC News/Wall St. Jrnl",2002-09-07
2002-09-02,2002-09-05,46,43,"--","CNN/USA Today/Gallup",2002-09-07
2002-09-02,2002-09-04,45,40,"a","Gallup Organization!!Cable News Network, USA Today",2002-09-06
2002-09-03,2002-09-03,47,43,"RV","Gallup",2002-09-05
2002-08-28,2002-08-29,36,34,"a","Princeton Survey Research Associates!!Newsweek",2002-08-31
2002-08-28,2002-08-29,40,45,"--","Newsweek",2002-08-31
2002-08-22,2002-08-25,47,39,"--","LA Times",2002-08-27
2002-08-19,2002-08-21,45,38,"a","Gallup Organization!!",2002-08-23
2002-08-19,2002-08-21,50,42,"--","CNN/USA Today/Gallup",2002-08-23
2002-08-02,2002-08-18,45,42,"a","IPSOS-Reid!!Cook Political Report",2002-08-20
2002-08-16,2002-08-18,45,41,"a","IPSOS-Reid!!",2002-08-20
2002-08-16,2002-08-18,45,43,"--","Ipsos-Reid/Cook",2002-08-20
2002-08-06,2002-08-08,36,39,"--","FOX News",2002-08-10
2002-08-06,2002-08-07,44,36,"a","CBS News!!",2002-08-09
2002-07-18,2002-08-04,43,43,"a","IPSOS-Reid!!Cook Political Report",2002-08-06
2002-08-02,2002-08-04,46,41,"a","IPSOS-Reid!!",2002-08-06
2002-08-02,2002-08-04,45,41,"--","Ipsos-Reid/Cook",2002-08-06
2002-08-03,2002-08-03,50,42,"RV","Gallup",2002-08-05
2002-07-26,2002-07-28,47,40,"a","Gallup Organization!!Cable News Network, USA Today",2002-07-30
2002-07-26,2002-07-28,48,42,"--","CNN/USA Today/Gallup",2002-07-30
2002-07-23,2002-07-25,42,40,"--","NPR",2002-07-27
2002-07-11,2002-07-21,42,44,"a","IPSOS-Reid!!Cook Political Report",2002-07-23
2002-07-18,2002-07-21,40,44,"a","IPSOS-Reid!!",2002-07-23
2002-07-19,2002-07-21,35,34,"--","Zogby",2002-07-23
2002-07-19,2002-07-21,36,34,"--","NBC News/Wall St. Jrnl",2002-07-23
2002-07-13,2002-07-16,42,36,"--","CBS News/NY Times",2002-07-18
2002-07-11,2002-07-15,43,41,"a","ABC News/Washington Post!!",2002-07-17
2002-07-11,2002-07-15,47,45,"a","ABC News/Washington Post!!",2002-07-17
2002-07-12,2002-07-15,34,34,"--","Zogby",2002-07-17
2002-06-21,2002-07-14,41,44,"a","IPSOS-Reid!!Cook Political Report",2002-07-16
2002-07-11,2002-07-14,44,43,"a","IPSOS-Reid!!",2002-07-16
2002-07-10,2002-07-11,39,35,"a","Harris Interactive!!Time, Cable News Network",2002-07-13
2002-07-10,2002-07-11,46,40,"--","CNN/Time",2002-07-13
2002-07-08,2002-07-09,40,39,"a","CBS News!!",2002-07-11
2002-07-03,2002-07-03,48,42,"RV","Gallup",2002-07-05
2002-06-30,2002-07-01,42,45,"--","Pub Op Str (R)",2002-07-03
2002-06-28,2002-06-30,41,43,"a","Gallup Organization!!Cable News Network",2002-07-02
2002-06-28,2002-06-30,44,46,"a","Gallup Organization!!Cable News Network, USA Today",2002-07-02
2002-06-28,2002-06-30,44,49,"--","CNN/USA Today/Gallup",2002-07-02
2002-06-21,2002-06-23,48,40,"a","Gallup Organization!!Cable News Network, USA Today",2002-06-25
2002-06-21,2002-06-23,45,37,"a","Gallup Organization!!Cable News Network, USA Today",2002-06-25
2002-06-19,2002-06-23,39,36,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2002-06-25
2002-06-21,2002-06-23,50,42,"--","CNN/USA Today/Gallup",2002-06-25
2002-06-19,2002-06-23,46,44,"--","Pew Research",2002-06-25
2002-06-19,2002-06-20,49,40,"--","CNN/Time",2002-06-22
2002-06-18,2002-06-20,37,38,"--","CBS News/NY Times",2002-06-22
2002-06-11,2002-06-16,36,36,"--","Bloomberg",2002-06-18
2002-06-09,2002-06-11,38,34,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!",2002-06-13
2002-06-09,2002-06-11,44,39,"--","Battleground",2002-06-13
2002-06-08,2002-06-10,35,33,"--","NBC News/Wall St. Jrnl",2002-06-12
2002-06-07,2002-06-09,41,41,"a","IPSOS-Reid!!",2002-06-11
2002-05-17,2002-06-09,40,44,"rv","IPSOS-Reid!!Cook Political Report",2002-06-11
2002-06-03,2002-06-03,47,46,"RV","Gallup",2002-06-05
2002-05-28,2002-05-30,34,34,"--","Zogby",2002-06-01
2002-05-28,2002-05-29,45,46,"--","CNN/USA Today/Gallup",2002-05-31
2002-05-22,2002-05-23,43,38,"a","Harris Interactive!!Time, Cable News Network",2002-05-25
2002-05-22,2002-05-23,48,44,"--","CNN/Time",2002-05-25
2002-05-17,2002-05-19,40,42,"a","IPSOS-Reid!!",2002-05-21
2002-05-03,2002-05-19,40,43,"a","IPSOS-Reid!!Cook Political Report",2002-05-21
2002-05-17,2002-05-19,40,44,"a","IPSOS-Reid!!",2002-05-21
2002-05-13,2002-05-14,40,40,"--","CBS News/NY Times",2002-05-16
2002-05-06,2002-05-09,41,39,"lv","Greenberg Quinlan Rosner Research!!",2002-05-11
2002-05-03,2002-05-06,41,41,"a","IPSOS-Reid!!",2002-05-08
2002-04-19,2002-05-06,41,43,"a","IPSOS-Reid!!Cook Political Report",2002-05-08
2002-05-03,2002-05-06,40,43,"a","IPSOS-Reid!!",2002-05-08
2002-04-30,2002-05-05,38,34,"--","Bloomberg",2002-05-07
2002-05-03,2002-05-03,45,46,"RV","Gallup",2002-05-05
2002-04-29,2002-05-01,47,43,"a","Gallup Organization!!Cable News Network, USA Today",2002-05-03
2002-04-29,2002-05-01,48,44,"--","CNN/USA Today/Gallup",2002-05-03
2002-04-19,2002-04-22,36,30,"--","Zogby",2002-04-24
2002-04-19,2002-04-21,40,42,"a","IPSOS-Reid!!",2002-04-23
2002-04-12,2002-04-21,39,45,"a","IPSOS-Reid!!Cook Political Report",2002-04-23
2002-04-12,2002-04-14,38,44,"a","IPSOS-Reid!!",2002-04-16
2002-03-15,2002-04-14,41,43,"a","IPSOS-Reid!!Cook Political Report",2002-04-16
2002-04-10,2002-04-11,36,38,"a","Harris Interactive!!Time, Cable News Network",2002-04-13
2002-04-10,2002-04-11,44,42,"a","Harris Interactive!!Time, Cable News Network",2002-04-13
2002-04-10,2002-04-11,45,42,"--","CNN/Time",2002-04-13
2002-04-05,2002-04-07,50,40,"a","Gallup Organization!!Cable News Network, USA Today",2002-04-09
2002-04-05,2002-04-07,46,38,"a","Gallup Organization!!Cable News Network, USA Today",2002-04-09
2002-04-05,2002-04-07,32,33,"--","NBC News/Wall St. Jrnl",2002-04-09
2002-04-05,2002-04-07,50,43,"--","CNN/USA Today/Gallup",2002-04-09
2002-04-03,2002-04-03,49,44,"RV","Gallup",2002-04-05
2002-03-25,2002-03-27,31,33,"--","Zogby",2002-03-29
2002-03-22,2002-03-24,45,43,"a","Gallup Organization!!Cable News Network, USA Today",2002-03-26
2002-03-22,2002-03-24,40,38,"a","Gallup Organization!!Cable News Network, USA Today",2002-03-26
2002-03-22,2002-03-24,46,46,"--","CNN/USA Today/Gallup",2002-03-26
2002-03-14,2002-03-17,43,39,"a","IPSOS-Reid!!",2002-03-19
2002-03-01,2002-03-17,42,41,"rv","IPSOS-Reid!!Cook Political Report",2002-03-19
2002-03-14,2002-03-17,44,39,"--","Ipsos/Reid",2002-03-19
2002-03-06,2002-03-11,34,35,"--","American Viewpt. (R)",2002-03-13
2002-03-08,2002-03-10,33,32,"--","Zogby",2002-03-12
2002-03-01,2002-03-03,42,41,"a","IPSOS-Reid!!",2002-03-05
2002-03-03,2002-03-03,46,46,"RV","Gallup",2002-03-05
2002-03-01,2002-03-03,33,29,"--","Zogby",2002-03-05
2002-02-17,2002-03-03,41,42,"--","Cook Political Report",2002-03-05
2002-02-26,2002-02-27,32,40,"--","FOX News",2002-03-01
2002-02-24,2002-02-26,40,40,"--","CBS News/NY Times",2002-02-28
2002-02-12,2002-02-18,45,46,"--","Pew Research",2002-02-20
2002-02-15,2002-02-17,42,40,"a","IPSOS-Reid!!",2002-02-19
2002-02-08,2002-02-10,42,44,"a","Gallup Organization!!Cable News Network, USA Today",2002-02-12
2002-02-08,2002-02-10,43,47,"--","CNN/USA Today/Gallup",2002-02-12
2002-02-01,2002-02-03,41,43,"a","IPSOS-Reid!!",2002-02-05
2002-02-03,2002-02-03,43,47,"RV","Gallup",2002-02-05
2002-01-31,2002-02-03,47,41,"--","LA Times",2002-02-05
2002-01-29,2002-01-31,32,32,"--","Zogby",2002-02-02
2002-01-25,2002-01-27,45,44,"a","Gallup Organization!!Cable News Network, USA Today",2002-01-29
2002-01-25,2002-01-27,40,40,"a","Gallup Organization!!Cable News Network, USA Today",2002-01-29
2002-01-24,2002-01-27,40,45,"a","ABC News/Washington Post!!",2002-01-29
2002-01-25,2002-01-27,44,46,"--","CNN/USA Today/Gallup",2002-01-29
2002-01-24,2002-01-27,43,50,"--","ABC News/Wash Post",2002-01-29
2002-01-23,2002-01-24,44,37,"a","Harris Interactive!!Time, Cable News Network",2002-01-26
2002-01-23,2002-01-24,47,43,"--","CNN/Time",2002-01-26
2002-01-21,2002-01-24,39,37,"--","CBS News/NY Times",2002-01-26
2002-01-18,2002-01-21,38,45,"a","IPSOS-Reid!!",2002-01-23
2002-01-18,2002-01-21,33,34,"--","NBC News/Wall St. Jrnl",2002-01-23
2002-01-11,2002-01-14,44,44,"a","Gallup Organization!!Cable News Network, USA Today",2002-01-16
2002-01-11,2002-01-14,41,41,"a","Gallup Organization!!Cable News Network, USA Today",2002-01-16
2002-01-11,2002-01-14,43,46,"--","CNN/USA Today/Gallup",2002-01-16
2002-01-06,2002-01-08,33,36,"lv","The Tarrance Group!!",2002-01-10
2002-01-04,2002-01-06,42,43,"a","IPSOS-Reid!!Cook Political Report",2002-01-08
2002-01-03,2002-01-03,44,46,"RV","Gallup",2002-01-05
2001-12-14,2001-12-16,44,46,"a","Gallup Organization!!Cable News Network, USA Today",2001-12-18
2001-12-14,2001-12-16,41,42,"a","Gallup Organization!!Cable News Network, USA Today",2001-12-18
2001-10-31,2001-11-07,38,35,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2001-11-09
2001-10-31,2001-11-07,44,44,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2001-11-09
2001-11-02,2001-11-04,43,44,"a","Gallup Organization!!Cable News Network, USA Today",2001-11-06
2001-11-02,2001-11-04,41,40,"a","Gallup Organization!!Cable News Network, USA Today",2001-11-06
2001-10-12,2001-10-12,45,46,"a","Harris Interactive!!Time, Cable News Network",2001-10-14
2001-10-12,2001-10-12,37,39,"a","Harris Interactive!!Time, Cable News Network",2001-10-14
2001-09-27,2001-09-28,40,38,"a","Harris Interactive!!Time, Cable News Network",2001-09-30
2001-09-27,2001-09-27,46,42,"a","Harris Interactive!!Time, Cable News Network",2001-09-29
2001-06-08,2001-06-10,50,43,"a","Gallup Organization!!Cable News Network, USA Today",2001-06-12
2001-04-22,2001-04-24,34,32,"rv","The Tarrance Group!!",2001-04-26
2000-11-05,2000-11-06,50,42,"a","Gallup Organization!!Cable News Network, USA Today",2000-11-08
2000-11-05,2000-11-06,51,43,"a","Gallup Organization!!Cable News Network, USA Today",2000-11-08
2000-11-05,2000-11-06,44,42,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-11-08
2000-11-04,2000-11-05,50,43,"a","Gallup Organization!!Cable News Network, USA Today",2000-11-07
2000-11-02,2000-11-05,48,42,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2000-11-07
2000-11-02,2000-11-05,41,38,"a","CBS News!!",2000-11-07
2000-11-01,2000-11-05,44,42,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-11-07
2000-11-01,2000-11-04,40,39,"a","CBS News/New York Times!!",2000-11-06
2000-11-01,2000-11-04,43,35,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2000-11-06
2000-11-01,2000-11-04,48,40,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2000-11-06
2000-11-01,2000-11-04,47,43,"a","Princeton Survey Research Associates!!Pew Research Center for the People & the Press",2000-11-06
2000-10-30,2000-11-02,41,42,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-11-04
2000-10-31,2000-11-02,47,37,"a","Princeton Survey Research Associates!!Newsweek",2000-11-04
2000-10-31,2000-11-02,50,41,"a","Princeton Survey Research Associates!!Newsweek",2000-11-04
2000-10-29,2000-11-01,43,41,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-11-03
2000-10-29,2000-10-31,44,37,"a","CBS News!!",2000-11-02
2000-10-27,2000-10-30,41,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-11-01
2000-10-27,2000-10-29,47,45,"a","Gallup Organization!!Cable News Network, USA Today",2000-10-31
2000-10-26,2000-10-29,42,38,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-31
2000-10-26,2000-10-28,46,46,"a","Gallup Organization!!Cable News Network, USA Today",2000-10-30
2000-10-25,2000-10-27,46,46,"a","Gallup Organization!!Cable News Network, USA Today",2000-10-29
2000-10-25,2000-10-27,44,37,"a","Princeton Survey Research Associates!!Newsweek",2000-10-29
2000-10-25,2000-10-27,48,41,"a","Princeton Survey Research Associates!!Newsweek",2000-10-29
2000-10-25,2000-10-26,47,42,"a","Yankelovich Partners!!Time, Cable News Network",2000-10-28
2000-10-25,2000-10-26,45,40,"a","Yankelovich Partners!!Time, Cable News Network",2000-10-28
2000-10-24,2000-10-26,45,47,"a","Gallup Organization!!Cable News Network, USA Today",2000-10-28
2000-10-23,2000-10-26,42,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-28
2000-10-23,2000-10-25,35,44,"a","Gallup Organization!!Cable News Network, USA Today",2000-10-27
2000-10-22,2000-10-25,42,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-27
2000-10-21,2000-10-24,42,40,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-26
2000-10-20,2000-10-23,42,40,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-25
2000-10-19,2000-10-22,41,41,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-24
2000-10-18,2000-10-21,38,38,"a","CBS News/New York Times!!",2000-10-23
2000-10-18,2000-10-20,48,34,"a","Princeton Survey Research Associates!!Newsweek",2000-10-22
2000-10-18,2000-10-20,51,39,"a","Princeton Survey Research Associates!!Newsweek",2000-10-22
2000-10-16,2000-10-19,43,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-21
2000-10-16,2000-10-18,48,45,"a","Gallup Organization!!Cable News Network, USA Today",2000-10-20
2000-10-15,2000-10-18,43,40,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-20
2000-10-14,2000-10-17,43,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-19
2000-10-13,2000-10-16,43,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-18
2000-10-13,2000-10-15,50,41,"a","Gallup Organization!!Cable News Network, USA Today",2000-10-17
2000-10-12,2000-10-15,41,39,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-17
2000-10-12,2000-10-13,47,41,"a","Yankelovich Partners!!Time, Cable News Network",2000-10-15
2000-10-12,2000-10-13,44,36,"a","Yankelovich Partners!!Time, Cable News Network",2000-10-15
2000-10-12,2000-10-13,43,37,"a","Princeton Survey Research Associates!!Newsweek",2000-10-15
2000-10-12,2000-10-13,48,42,"a","Princeton Survey Research Associates!!Newsweek",2000-10-15
2000-10-09,2000-10-12,42,43,"lv","The Tarrance Group & Lake, Snell, Perry & Associates!!Voter.com",2000-10-14
2000-10-06,2000-10-09,39,36,"a","CBS News!!",2000-10-11
